Date,Product,Region,Store Location,Initial Inventory,Restocks,Sales Impact,Current Inventory
6/16/2024,Mocha,South,Store B,422,139,142,379
6/16/2024,Espresso,South,Store B,535,163,57,399
6/16/2024,Mocha,East,Store C,422,159,130,215
6/16/2024,Espresso,North,Store A,349,49,74,144
6/16/2024,Cappuccino,East,Store D,396,94,115,128
6/16/2024,Espresso,West,Store A,347,82,124,206
6/16/2024,Espresso,West,Store B,399,172,176,152
6/16/2024,Cappuccino,North,Store A,308,18,155,326
6/16/2024,Cappuccino,North,Store D,426,140,187,273
6/16/2024,Latte,West,Store C,317,70,159,150
6/16/2024,Cappuccino,East,Store D,495,95,216,135
6/16/2024,Latte,North,Store D,445,146,245,134
6/16/2024,Cappuccino,East,Store D,489,189,125,360
6/16/2024,Espresso,East,Store A,437,188,105,249
6/16/2024,Mocha,North,Store C,502,161,143,172
6/16/2024,Espresso,South,Store C,527,106,77,385
6/16/2024,Espresso,East,Store D,493,162,88,109
6/16/2024,Mocha,North,Store A,494,14,97,297
6/17/2024,Espresso,North,Store A,555,42,106,111
6/17/2024,Mocha,West,Store C,377,10,183,207
6/17/2024,Latte,East,Store A,521,15,181,362
6/17/2024,Espresso,South,Store B,356,80,242,377
6/17/2024,Espresso,West,Store D,428,56,179,151
6/17/2024,Latte,West,Store B,497,71,209,343
6/17/2024,Espresso,West,Store B,441,78,149,229
6/17/2024,Latte,West,Store C,336,117,247,247
6/17/2024,Mocha,East,Store D,458,47,200,174
6/17/2024,Cappuccino,North,Store B,459,0,79,181
6/17/2024,Latte,West,Store A,555,180,200,313
6/17/2024,Espresso,East,Store A,467,158,245,113
6/17/2024,Cappuccino,West,Store D,473,189,185,362
6/17/2024,Espresso,East,Store D,596,97,132,174
6/17/2024,Latte,West,Store C,429,35,189,333
6/17/2024,Mocha,East,Store A,373,114,66,352
6/17/2024,Mocha,South,Store D,448,102,227,335
6/17/2024,Mocha,North,Store A,492,125,191,216
6/17/2024,Espresso,West,Store A,466,74,106,329
6/17/2024,Cappuccino,North,Store D,310,176,68,336
6/17/2024,Mocha,North,Store B,361,146,237,397
6/17/2024,Cappuccino,East,Store D,528,167,96,185
6/17/2024,Espresso,North,Store B,365,108,177,319
6/17/2024,Mocha,North,Store C,317,42,102,131
6/18/2024,Latte,South,Store A,547,38,220,220
6/18/2024,Cappuccino,North,Store D,597,72,110,341
6/18/2024,Espresso,North,Store D,404,130,195,181
6/18/2024,Espresso,South,Store A,458,82,146,261
6/18/2024,Mocha,North,Store D,595,190,87,277
6/18/2024,Latte,East,Store C,459,190,143,101
6/18/2024,Latte,West,Store B,412,47,240,231
6/18/2024,Mocha,West,Store B,571,50,86,225
6/18/2024,Mocha,North,Store C,541,11,121,217
6/18/2024,Espresso,East,Store A,403,79,236,230
6/18/2024,Espresso,East,Store C,434,142,127,347
6/18/2024,Cappuccino,West,Store C,526,66,123,273
6/18/2024,Cappuccino,East,Store A,401,181,170,281
6/18/2024,Latte,South,Store A,324,9,146,392
6/18/2024,Espresso,North,Store D,331,45,141,242
6/18/2024,Latte,North,Store A,485,53,87,266
6/18/2024,Cappuccino,South,Store D,463,103,229,159
6/18/2024,Mocha,South,Store B,397,6,168,381
6/18/2024,Espresso,North,Store D,401,107,154,142
6/18/2024,Mocha,East,Store B,557,52,133,347
6/18/2024,Latte,East,Store A,304,68,123,160
6/18/2024,Cappuccino,South,Store B,365,185,72,205
6/18/2024,Latte,West,Store B,583,188,110,183
6/18/2024,Espresso,West,Store C,317,184,138,204
6/19/2024,Mocha,North,Store A,390,72,227,224
6/19/2024,Espresso,West,Store B,413,74,217,292
6/19/2024,Cappuccino,West,Store A,312,46,164,245
6/19/2024,Latte,North,Store D,417,29,229,129
6/19/2024,Espresso,East,Store C,492,6,136,391
6/19/2024,Latte,East,Store B,544,147,122,103
6/19/2024,Espresso,South,Store C,354,140,172,110
6/19/2024,Latte,East,Store B,565,21,86,252
6/19/2024,Cappuccino,West,Store B,567,28,99,354
6/19/2024,Cappuccino,South,Store B,440,96,248,114
6/19/2024,Espresso,East,Store B,374,31,143,176
6/19/2024,Espresso,North,Store A,588,70,149,253
6/19/2024,Espresso,South,Store D,444,165,106,329
6/19/2024,Mocha,East,Store A,408,39,223,241
6/19/2024,Latte,North,Store B,518,162,175,381
6/19/2024,Mocha,South,Store B,319,149,116,270
6/19/2024,Espresso,North,Store A,437,44,138,255
6/19/2024,Mocha,North,Store B,587,150,225,194
6/19/2024,Cappuccino,North,Store A,449,160,85,363
6/19/2024,Mocha,North,Store A,415,0,150,363
6/19/2024,Espresso,North,Store C,309,96,247,237
6/19/2024,Latte,East,Store C,509,3,209,385
6/19/2024,Espresso,East,Store B,436,171,126,122
6/19/2024,Cappuccino,West,Store D,445,137,61,391
6/20/2024,Mocha,North,Store C,347,178,245,126
6/20/2024,Latte,South,Store C,591,26,53,372
6/20/2024,Espresso,South,Store B,373,149,109,248
6/20/2024,Latte,West,Store B,329,195,227,176
6/20/2024,Mocha,North,Store D,320,110,90,242
6/20/2024,Mocha,North,Store C,484,146,195,326
6/20/2024,Cappuccino,North,Store A,509,196,72,147
6/20/2024,Cappuccino,South,Store B,354,45,207,255
6/20/2024,Latte,West,Store D,561,51,68,216
6/20/2024,Latte,North,Store C,402,189,164,243
6/20/2024,Cappuccino,South,Store B,533,68,57,389
6/20/2024,Latte,South,Store B,357,170,216,312
6/20/2024,Latte,North,Store B,302,111,56,266
6/20/2024,Latte,North,Store B,330,116,176,123
6/20/2024,Mocha,North,Store C,487,63,214,146
6/20/2024,Latte,North,Store B,346,45,179,308
6/20/2024,Cappuccino,South,Store D,503,9,60,337
6/20/2024,Latte,East,Store C,544,160,59,142
6/20/2024,Cappuccino,North,Store C,537,71,103,325
6/20/2024,Cappuccino,West,Store A,318,72,179,161
6/20/2024,Mocha,East,Store B,316,124,191,204
6/20/2024,Cappuccino,South,Store C,597,89,69,282
6/20/2024,Cappuccino,West,Store B,565,1,91,162
6/20/2024,Mocha,North,Store B,537,147,162,305
6/21/2024,Cappuccino,East,Store C,440,165,154,342
6/21/2024,Cappuccino,East,Store C,434,196,97,116
6/21/2024,Espresso,East,Store C,375,137,79,131
6/21/2024,Espresso,West,Store D,502,15,246,172
6/21/2024,Latte,South,Store C,470,184,152,286
6/21/2024,Latte,West,Store B,596,177,67,239
6/21/2024,Espresso,East,Store B,378,13,154,193
6/21/2024,Mocha,West,Store A,445,130,247,356
6/21/2024,Cappuccino,East,Store C,591,75,135,375
6/21/2024,Mocha,South,Store C,344,41,229,232
6/21/2024,Cappuccino,North,Store B,446,70,133,377
6/21/2024,Latte,North,Store C,346,149,152,279
6/21/2024,Espresso,West,Store D,557,114,182,113
6/21/2024,Espresso,East,Store D,343,143,113,199
6/21/2024,Mocha,North,Store C,320,46,144,137
6/21/2024,Mocha,East,Store D,507,74,131,190
6/21/2024,Cappuccino,East,Store A,555,28,220,265
6/21/2024,Mocha,West,Store A,539,74,57,227
6/21/2024,Espresso,West,Store A,507,46,92,301
6/21/2024,Latte,South,Store D,544,17,249,194
6/21/2024,Mocha,West,Store A,583,124,200,212
6/21/2024,Mocha,West,Store A,438,152,132,173
6/21/2024,Latte,South,Store D,504,163,69,271
6/21/2024,Mocha,South,Store B,465,184,214,339
6/22/2024,Mocha,South,Store B,585,109,162,126
6/22/2024,Cappuccino,North,Store B,335,161,166,368
6/22/2024,Espresso,West,Store A,380,152,245,227
6/22/2024,Cappuccino,East,Store C,305,8,161,339
6/22/2024,Espresso,South,Store A,583,129,150,264
6/22/2024,Espresso,West,Store A,586,43,142,245
6/22/2024,Espresso,North,Store C,568,8,198,192
6/22/2024,Espresso,North,Store C,538,90,190,365
6/22/2024,Espresso,North,Store D,462,85,205,348
6/22/2024,Cappuccino,West,Store B,315,123,132,147
6/22/2024,Cappuccino,South,Store C,580,57,143,282
6/22/2024,Mocha,South,Store C,437,82,114,313
6/22/2024,Espresso,South,Store B,454,134,181,274
6/22/2024,Espresso,East,Store A,457,17,161,335
6/22/2024,Mocha,West,Store B,546,18,162,343
6/22/2024,Latte,North,Store A,342,187,232,364
6/22/2024,Latte,West,Store B,520,187,71,205
6/22/2024,Latte,South,Store B,471,151,231,263
6/22/2024,Cappuccino,West,Store A,362,145,248,100
6/22/2024,Mocha,East,Store C,536,45,216,268
6/22/2024,Latte,North,Store A,554,91,211,349
6/22/2024,Latte,South,Store C,592,183,193,365
6/22/2024,Cappuccino,West,Store B,386,3,231,102
6/22/2024,Mocha,South,Store C,442,38,102,398
6/23/2024,Cappuccino,North,Store D,542,71,156,248
6/23/2024,Cappuccino,East,Store D,393,25,85,276
6/23/2024,Latte,North,Store D,343,22,229,385
6/23/2024,Espresso,East,Store C,504,88,94,344
6/23/2024,Mocha,South,Store A,428,146,249,361
6/23/2024,Cappuccino,North,Store D,443,34,215,343
6/23/2024,Mocha,North,Store B,594,155,222,294
6/23/2024,Mocha,North,Store C,412,62,110,179
6/23/2024,Cappuccino,South,Store A,422,5,79,126
6/23/2024,Cappuccino,North,Store C,300,143,169,149
6/23/2024,Espresso,North,Store C,325,23,189,223
6/23/2024,Cappuccino,West,Store B,311,194,245,272
6/23/2024,Mocha,North,Store A,382,46,163,288
6/23/2024,Espresso,North,Store D,527,99,213,327
6/23/2024,Mocha,East,Store B,455,97,92,289
6/23/2024,Cappuccino,South,Store B,411,114,86,250
6/23/2024,Mocha,East,Store A,456,17,90,283
6/23/2024,Cappuccino,South,Store B,586,172,247,377
6/23/2024,Cappuccino,West,Store D,450,4,90,175
6/23/2024,Latte,North,Store B,359,88,120,204
6/23/2024,Espresso,South,Store B,561,171,88,292
6/23/2024,Latte,South,Store D,354,129,107,255
6/23/2024,Cappuccino,South,Store A,428,87,147,286
6/23/2024,Cappuccino,East,Store D,560,104,153,254
6/24/2024,Latte,North,Store D,519,79,203,278
6/24/2024,Mocha,East,Store B,402,198,238,234
6/24/2024,Cappuccino,West,Store D,489,142,191,394
6/24/2024,Cappuccino,East,Store D,326,159,167,254
6/24/2024,Cappuccino,East,Store A,364,48,116,234
6/24/2024,Mocha,South,Store B,372,18,94,319
6/24/2024,Latte,West,Store D,462,151,157,132
6/24/2024,Espresso,North,Store B,434,58,85,250
6/24/2024,Cappuccino,East,Store D,596,106,64,265
6/24/2024,Cappuccino,South,Store C,481,25,52,198
6/24/2024,Mocha,South,Store C,429,71,180,297
6/24/2024,Cappuccino,South,Store C,410,27,140,283
6/24/2024,Latte,West,Store A,302,89,124,261
6/24/2024,Mocha,North,Store C,592,25,249,200
6/24/2024,Latte,South,Store D,510,127,178,314
6/24/2024,Mocha,East,Store C,383,132,194,230
6/24/2024,Latte,South,Store D,406,10,225,323
6/24/2024,Mocha,North,Store D,329,12,66,316
6/24/2024,Cappuccino,North,Store D,425,99,244,271
6/24/2024,Espresso,South,Store B,394,26,163,390
6/24/2024,Latte,North,Store A,527,190,241,106
6/24/2024,Cappuccino,West,Store B,596,26,92,314
6/24/2024,Mocha,North,Store C,589,78,160,377
6/24/2024,Mocha,West,Store B,587,178,144,232
6/25/2024,Cappuccino,South,Store A,517,4,177,175
6/25/2024,Mocha,North,Store B,443,38,53,195
6/25/2024,Latte,East,Store B,447,172,133,251
6/25/2024,Mocha,North,Store A,512,16,201,101
6/25/2024,Latte,West,Store A,364,182,80,345
6/25/2024,Cappuccino,West,Store B,321,116,188,229
6/25/2024,Espresso,North,Store B,406,140,82,270
6/25/2024,Mocha,North,Store D,558,153,80,344
6/25/2024,Latte,East,Store B,473,199,174,118
6/25/2024,Latte,East,Store B,562,194,134,373
6/25/2024,Cappuccino,North,Store D,446,156,206,382
6/25/2024,Mocha,East,Store C,317,24,155,307
6/25/2024,Mocha,South,Store C,463,66,95,268
6/25/2024,Cappuccino,North,Store C,481,199,241,379
6/25/2024,Espresso,East,Store D,530,19,100,128
6/25/2024,Mocha,West,Store D,445,83,90,174
6/25/2024,Cappuccino,South,Store B,432,50,100,296
6/25/2024,Latte,East,Store A,547,154,180,108
6/25/2024,Mocha,West,Store C,483,150,60,296
6/25/2024,Espresso,East,Store B,396,158,223,308
6/25/2024,Mocha,North,Store C,422,61,118,311
6/25/2024,Cappuccino,West,Store D,373,113,159,244
6/25/2024,Espresso,North,Store B,328,16,233,126
6/25/2024,Mocha,East,Store A,503,197,248,350
6/26/2024,Cappuccino,West,Store A,350,127,155,289
6/26/2024,Latte,East,Store B,306,179,110,226
6/26/2024,Cappuccino,West,Store D,415,147,93,222
6/26/2024,Latte,East,Store C,454,175,60,340
6/26/2024,Espresso,East,Store D,394,135,242,224
6/26/2024,Espresso,West,Store A,452,60,85,398
6/26/2024,Espresso,North,Store B,308,68,74,138
6/26/2024,Latte,West,Store C,476,184,173,114
6/26/2024,Cappuccino,West,Store D,399,110,146,207
6/26/2024,Espresso,North,Store A,371,153,235,197
6/26/2024,Latte,West,Store C,391,144,173,110
6/26/2024,Latte,South,Store A,370,196,126,396
6/26/2024,Cappuccino,West,Store C,317,127,216,398
6/26/2024,Mocha,West,Store A,343,22,162,166
6/26/2024,Espresso,South,Store B,422,45,79,236
6/26/2024,Espresso,South,Store C,444,64,167,371
6/26/2024,Cappuccino,West,Store B,506,52,187,347
6/26/2024,Espresso,South,Store D,540,20,50,208
6/26/2024,Cappuccino,South,Store A,588,65,158,167
6/26/2024,Espresso,East,Store B,458,70,140,210
6/26/2024,Cappuccino,West,Store B,598,121,118,209
6/26/2024,Latte,South,Store C,362,167,172,286
6/26/2024,Mocha,East,Store B,330,150,91,372
6/26/2024,Cappuccino,West,Store C,400,159,230,383
6/27/2024,Latte,East,Store B,389,48,203,202
6/27/2024,Latte,East,Store B,596,126,196,253
6/27/2024,Cappuccino,East,Store A,538,78,244,377
6/27/2024,Cappuccino,North,Store D,345,115,216,265
6/27/2024,Latte,South,Store C,564,143,115,335
6/27/2024,Espresso,South,Store B,562,20,219,160
6/27/2024,Mocha,South,Store B,398,165,139,362
6/27/2024,Cappuccino,North,Store A,348,73,190,182
6/27/2024,Latte,South,Store B,492,43,166,117
6/27/2024,Espresso,North,Store B,459,37,201,150
6/27/2024,Latte,South,Store B,510,197,166,151
6/27/2024,Latte,South,Store A,538,117,70,205
6/27/2024,Mocha,North,Store C,539,101,124,388
6/27/2024,Espresso,North,Store A,438,132,249,252
6/27/2024,Espresso,South,Store A,597,116,67,338
6/27/2024,Espresso,East,Store D,476,115,106,335
6/27/2024,Espresso,East,Store D,364,34,195,381
6/27/2024,Mocha,South,Store D,368,199,235,230
6/27/2024,Latte,North,Store C,508,136,151,173
6/27/2024,Cappuccino,East,Store D,581,131,59,106
6/27/2024,Cappuccino,South,Store D,326,135,59,111
6/27/2024,Espresso,East,Store A,576,175,50,297
6/27/2024,Mocha,South,Store A,474,62,82,278
6/27/2024,Cappuccino,West,Store A,544,60,220,384
6/28/2024,Cappuccino,East,Store A,491,139,76,350
6/28/2024,Cappuccino,East,Store A,595,80,98,107
6/28/2024,Espresso,East,Store B,496,150,145,212
6/28/2024,Latte,North,Store D,500,107,68,152
6/28/2024,Mocha,North,Store D,438,164,120,238
6/28/2024,Espresso,North,Store C,445,99,61,136
6/28/2024,Espresso,North,Store D,504,42,71,158
6/28/2024,Cappuccino,West,Store C,374,38,54,305
6/28/2024,Mocha,West,Store D,450,107,210,390
6/28/2024,Latte,West,Store D,309,14,213,244
6/28/2024,Espresso,West,Store A,405,157,177,108
6/28/2024,Espresso,South,Store B,523,154,209,206
6/28/2024,Mocha,North,Store A,386,15,104,359
6/28/2024,Espresso,South,Store D,359,52,248,309
6/28/2024,Espresso,South,Store A,417,179,116,301
6/28/2024,Cappuccino,West,Store D,571,138,221,309
6/28/2024,Espresso,South,Store B,302,22,161,180
6/28/2024,Cappuccino,South,Store C,430,79,92,153
6/28/2024,Latte,South,Store C,548,125,124,306
6/28/2024,Cappuccino,South,Store B,528,108,172,231
6/28/2024,Latte,West,Store D,524,39,129,172
6/28/2024,Latte,South,Store D,433,21,137,267
6/28/2024,Cappuccino,East,Store A,402,154,192,329
6/28/2024,Mocha,North,Store D,492,38,102,172
6/29/2024,Latte,West,Store A,349,143,195,343
6/29/2024,Mocha,North,Store A,366,196,127,113
6/29/2024,Mocha,North,Store B,394,129,218,193
6/29/2024,Cappuccino,South,Store C,430,45,113,254
6/29/2024,Cappuccino,West,Store A,577,183,116,152
6/29/2024,Cappuccino,East,Store C,408,136,215,324
6/29/2024,Espresso,West,Store A,342,90,228,330
6/29/2024,Latte,East,Store A,376,87,101,365
6/29/2024,Mocha,South,Store D,509,37,166,356
6/29/2024,Cappuccino,East,Store A,385,138,162,362
6/29/2024,Latte,North,Store D,408,165,232,388
6/29/2024,Cappuccino,North,Store D,401,138,233,319
6/29/2024,Latte,East,Store D,568,143,110,389
6/29/2024,Latte,West,Store C,457,162,126,394
6/29/2024,Latte,North,Store D,532,64,112,100
6/29/2024,Latte,South,Store B,343,197,143,358
6/29/2024,Cappuccino,North,Store B,407,1,152,365
6/29/2024,Latte,North,Store B,516,53,203,371
6/29/2024,Latte,East,Store D,436,166,89,161
6/29/2024,Latte,South,Store C,341,51,198,305
6/29/2024,Latte,East,Store C,462,112,101,187
6/29/2024,Mocha,North,Store A,472,16,225,245
6/29/2024,Latte,South,Store B,475,20,68,143
6/29/2024,Cappuccino,East,Store D,564,178,217,217
6/30/2024,Espresso,East,Store B,487,83,82,132
6/30/2024,Latte,West,Store C,466,109,234,154
6/30/2024,Latte,North,Store A,469,61,155,389
6/30/2024,Mocha,North,Store D,554,130,156,276
6/30/2024,Mocha,East,Store D,369,165,102,341
6/30/2024,Cappuccino,West,Store D,427,138,82,233
6/30/2024,Mocha,South,Store B,488,137,75,356
6/30/2024,Latte,North,Store A,483,23,51,259
6/30/2024,Latte,South,Store D,394,163,162,295
6/30/2024,Latte,West,Store C,352,99,61,254
6/30/2024,Mocha,South,Store A,460,18,214,130
6/30/2024,Cappuccino,South,Store B,596,182,162,115
6/30/2024,Latte,East,Store C,475,60,229,332
6/30/2024,Espresso,West,Store D,525,156,111,203
6/30/2024,Mocha,East,Store A,306,15,74,130
6/30/2024,Mocha,West,Store D,361,64,78,262
6/30/2024,Mocha,West,Store D,527,48,163,294
6/30/2024,Latte,North,Store D,333,113,104,324
6/30/2024,Mocha,West,Store C,500,161,73,107
6/30/2024,Espresso,South,Store B,573,38,129,111
6/30/2024,Mocha,West,Store A,599,179,80,173
6/30/2024,Espresso,North,Store A,515,125,66,203
6/30/2024,Espresso,North,Store B,531,199,89,290
6/30/2024,Espresso,East,Store B,534,132,159,238
7/1/2024,Mocha,East,Store C,379,180,112,301
7/1/2024,Mocha,North,Store B,524,32,54,146
7/1/2024,Cappuccino,West,Store B,553,23,186,301
7/1/2024,Cappuccino,South,Store C,375,162,215,294
7/1/2024,Latte,North,Store D,444,81,164,106
7/1/2024,Mocha,West,Store D,468,12,138,362
7/1/2024,Cappuccino,West,Store B,441,56,111,383
7/1/2024,Latte,South,Store D,427,54,112,252
7/1/2024,Latte,West,Store A,432,142,175,275
7/1/2024,Espresso,North,Store A,300,53,142,103
7/1/2024,Latte,South,Store B,408,141,80,360
7/1/2024,Cappuccino,West,Store D,372,157,169,220
7/1/2024,Cappuccino,East,Store C,304,55,244,199
7/1/2024,Mocha,West,Store C,438,94,127,148
7/1/2024,Cappuccino,West,Store C,467,50,83,206
7/1/2024,Mocha,West,Store A,311,107,145,155
7/1/2024,Latte,South,Store A,394,110,172,204
7/1/2024,Cappuccino,East,Store B,472,49,146,278
7/1/2024,Espresso,West,Store B,560,61,164,310
7/1/2024,Latte,North,Store D,587,188,104,234
7/1/2024,Espresso,West,Store D,478,72,157,217
7/1/2024,Mocha,East,Store A,478,73,237,205
7/1/2024,Mocha,East,Store A,441,45,189,246
7/1/2024,Espresso,North,Store C,461,13,82,257
7/2/2024,Mocha,West,Store D,470,11,146,161
7/2/2024,Espresso,North,Store B,356,106,231,198
7/2/2024,Espresso,West,Store A,365,139,232,246
7/2/2024,Mocha,North,Store A,458,157,190,346
7/2/2024,Latte,West,Store B,416,22,181,152
7/2/2024,Espresso,West,Store D,559,24,98,365
7/2/2024,Latte,East,Store A,439,179,92,341
7/2/2024,Latte,East,Store B,407,11,117,296
7/2/2024,Cappuccino,East,Store D,365,2,102,323
7/2/2024,Latte,West,Store D,541,2,193,154
7/2/2024,Mocha,South,Store D,535,101,247,360
7/2/2024,Mocha,North,Store C,453,47,118,105
7/2/2024,Cappuccino,South,Store B,497,99,128,260
7/2/2024,Cappuccino,East,Store C,450,78,54,374
7/2/2024,Latte,West,Store C,515,167,117,372
7/2/2024,Mocha,South,Store B,322,161,242,138
7/2/2024,Mocha,South,Store D,592,61,238,280
7/2/2024,Cappuccino,North,Store B,357,49,167,235
7/2/2024,Mocha,West,Store A,547,124,207,206
7/2/2024,Latte,West,Store A,548,139,203,209
7/2/2024,Cappuccino,West,Store A,493,181,56,214
7/2/2024,Espresso,South,Store B,574,77,231,374
7/2/2024,Mocha,West,Store D,313,58,139,293
7/2/2024,Espresso,East,Store B,447,71,176,167
7/3/2024,Latte,South,Store D,445,46,224,294
7/3/2024,Latte,South,Store C,466,129,220,338
7/3/2024,Mocha,West,Store A,588,179,95,186
7/3/2024,Latte,South,Store D,311,88,248,373
7/3/2024,Latte,North,Store B,501,23,197,151
7/3/2024,Cappuccino,West,Store B,567,22,107,251
7/3/2024,Cappuccino,East,Store D,526,184,220,245
7/3/2024,Latte,South,Store D,447,166,135,301
7/3/2024,Mocha,East,Store A,595,152,233,261
7/3/2024,Mocha,North,Store D,562,183,206,298
7/3/2024,Mocha,South,Store C,546,57,197,206
7/3/2024,Mocha,East,Store B,370,129,122,105
7/3/2024,Cappuccino,North,Store B,560,47,154,347
7/3/2024,Latte,North,Store A,323,50,195,224
7/3/2024,Latte,East,Store D,409,36,238,316
7/3/2024,Mocha,West,Store B,503,171,218,216
7/3/2024,Cappuccino,East,Store C,339,125,148,356
7/3/2024,Latte,West,Store D,500,75,71,362
7/3/2024,Espresso,East,Store A,528,50,210,340
7/3/2024,Latte,North,Store D,413,159,82,145
7/3/2024,Latte,East,Store C,561,116,160,128
7/3/2024,Latte,North,Store C,552,43,122,147
7/3/2024,Cappuccino,North,Store A,500,181,155,184
7/3/2024,Cappuccino,North,Store C,509,189,240,144
7/4/2024,Cappuccino,East,Store D,462,6,222,261
7/4/2024,Mocha,West,Store B,340,94,208,300
7/4/2024,Cappuccino,West,Store D,543,186,83,150
7/4/2024,Mocha,East,Store C,460,158,198,179
7/4/2024,Cappuccino,North,Store D,334,94,182,381
7/4/2024,Cappuccino,North,Store A,403,48,113,351
7/4/2024,Latte,East,Store D,594,111,219,159
7/4/2024,Cappuccino,South,Store C,434,105,138,302
7/4/2024,Cappuccino,West,Store D,538,132,230,389
7/4/2024,Espresso,South,Store C,568,60,69,103
7/4/2024,Latte,North,Store C,391,86,191,101
7/4/2024,Mocha,East,Store A,554,150,225,213
7/4/2024,Latte,South,Store B,331,188,161,153
7/4/2024,Mocha,East,Store B,502,93,221,393
7/4/2024,Latte,East,Store A,482,37,69,225
7/4/2024,Latte,North,Store B,579,28,189,187
7/4/2024,Mocha,East,Store C,458,107,141,268
7/4/2024,Espresso,West,Store B,327,172,184,316
7/4/2024,Cappuccino,East,Store C,323,192,229,282
7/4/2024,Cappuccino,South,Store B,485,11,179,137
7/4/2024,Cappuccino,North,Store A,580,40,71,236
7/4/2024,Espresso,South,Store B,505,174,79,152
7/4/2024,Espresso,North,Store C,415,114,107,299
7/4/2024,Latte,West,Store A,588,30,83,110
7/5/2024,Mocha,North,Store D,378,77,57,137
7/5/2024,Mocha,North,Store D,517,23,220,317
7/5/2024,Latte,South,Store B,426,78,224,354
7/5/2024,Espresso,South,Store A,555,164,159,201
7/5/2024,Mocha,North,Store B,396,156,186,282
7/5/2024,Mocha,North,Store C,549,91,195,124
7/5/2024,Espresso,South,Store B,372,113,62,223
7/5/2024,Latte,West,Store A,514,94,180,169
7/5/2024,Latte,South,Store C,536,118,219,260
7/5/2024,Mocha,West,Store B,465,181,183,294
7/5/2024,Mocha,South,Store C,311,164,179,154
7/5/2024,Mocha,North,Store D,523,164,175,192
7/5/2024,Mocha,South,Store C,319,63,151,121
7/5/2024,Espresso,North,Store C,376,152,75,176
7/5/2024,Latte,West,Store A,529,199,186,221
7/5/2024,Latte,South,Store B,428,143,234,165
7/5/2024,Latte,West,Store B,358,129,156,220
7/5/2024,Cappuccino,North,Store A,327,9,149,226
7/5/2024,Latte,North,Store A,578,8,116,395
7/5/2024,Latte,North,Store B,564,86,223,188
7/5/2024,Latte,North,Store D,558,50,187,382
7/5/2024,Latte,South,Store A,437,136,201,131
7/5/2024,Latte,West,Store C,463,31,87,183
7/5/2024,Mocha,North,Store C,417,46,192,340
7/6/2024,Cappuccino,South,Store B,493,65,133,156
7/6/2024,Mocha,South,Store D,597,52,67,306
7/6/2024,Mocha,East,Store C,407,1,61,301
7/6/2024,Espresso,West,Store D,393,168,248,341
7/6/2024,Mocha,North,Store D,333,189,175,242
7/6/2024,Cappuccino,North,Store B,563,139,220,294
7/6/2024,Cappuccino,West,Store C,472,0,224,268
7/6/2024,Latte,North,Store B,318,168,219,371
7/6/2024,Espresso,North,Store D,301,199,52,314
7/6/2024,Cappuccino,South,Store B,389,121,182,372
7/6/2024,Latte,North,Store D,300,30,182,202
7/6/2024,Cappuccino,North,Store C,547,172,227,399
7/6/2024,Espresso,East,Store B,494,160,119,160
7/6/2024,Latte,South,Store D,450,185,239,280
7/6/2024,Cappuccino,West,Store D,507,23,151,381
7/6/2024,Espresso,West,Store D,549,21,56,355
7/6/2024,Espresso,South,Store C,539,158,186,292
7/6/2024,Mocha,East,Store A,415,9,202,135
7/6/2024,Latte,West,Store D,456,137,168,265
7/6/2024,Cappuccino,North,Store B,536,22,84,247
7/6/2024,Espresso,East,Store D,478,121,175,175
7/6/2024,Cappuccino,East,Store A,576,59,90,398
7/6/2024,Latte,East,Store D,380,22,147,318
7/6/2024,Mocha,North,Store C,441,132,107,396
7/7/2024,Latte,North,Store D,588,64,169,360
7/7/2024,Cappuccino,East,Store C,414,136,173,320
7/7/2024,Mocha,North,Store C,455,157,51,305
7/7/2024,Mocha,West,Store B,584,31,146,113
7/7/2024,Latte,East,Store A,338,86,171,158
7/7/2024,Cappuccino,West,Store A,520,25,214,248
7/7/2024,Cappuccino,West,Store B,372,97,140,160
7/7/2024,Cappuccino,South,Store A,531,125,128,394
7/7/2024,Latte,South,Store C,585,169,101,213
7/7/2024,Cappuccino,East,Store A,596,77,217,174
7/7/2024,Espresso,North,Store B,584,199,138,291
7/7/2024,Cappuccino,South,Store C,565,166,174,191
7/7/2024,Espresso,East,Store B,562,9,138,219
7/7/2024,Latte,East,Store D,513,172,203,116
7/7/2024,Mocha,North,Store A,436,85,70,168
7/7/2024,Latte,North,Store D,314,138,208,177
7/7/2024,Cappuccino,West,Store A,597,149,192,172
7/7/2024,Espresso,West,Store A,595,69,73,217
7/7/2024,Espresso,South,Store C,338,102,232,352
7/7/2024,Cappuccino,East,Store C,486,174,194,309
7/7/2024,Mocha,West,Store D,328,104,164,371
7/7/2024,Latte,North,Store D,303,18,122,103
7/7/2024,Cappuccino,West,Store B,426,53,248,230
7/7/2024,Latte,North,Store D,390,77,83,288
7/8/2024,Cappuccino,South,Store D,437,13,100,351
7/8/2024,Espresso,West,Store D,597,130,199,281
7/8/2024,Cappuccino,North,Store B,389,40,82,353
7/8/2024,Cappuccino,West,Store D,314,80,208,330
7/8/2024,Latte,South,Store D,588,106,154,189
7/8/2024,Cappuccino,East,Store C,360,96,160,111
7/8/2024,Mocha,West,Store C,597,147,200,291
7/8/2024,Espresso,North,Store B,470,1,57,173
7/8/2024,Cappuccino,West,Store D,433,161,100,187
