Date,Product,Quantity Sold,Sale Price,Region,Store Location,Promotions Applied,Sales Channel,Customer Count,Time of Day
6/22/2024,Espresso,44,4.8,North,Store D,No,Delivery,3,Night
6/22/2024,Cappuccino,14,4.79,South,Store B,No,Online,3,Night
6/22/2024,Cappuccino,91,3.15,East,Store A,Yes,In-store,1,Evening
6/22/2024,Latte,96,3.23,South,Store C,Yes,Online,2,Evening
6/22/2024,Latte,79,3.35,South,Store D,No,In-store,1,Evening
6/22/2024,Espresso,3,5.45,South,Store D,Yes,Online,3,Evening
6/22/2024,Mocha,71,3.98,West,Store D,Yes,In-store,1,Evening
6/22/2024,Mocha,57,4.46,East,Store D,No,In-store,4,Morning
6/22/2024,Mocha,88,4.71,East,Store A,No,In-store,2,Afternoon
6/22/2024,Cappuccino,91,4.26,East,Store C,Yes,Delivery,2,Afternoon
6/22/2024,Latte,83,3.9,South,Store C,No,Online,4,Evening
6/22/2024,Cappuccino,51,3.72,North,Store C,No,In-store,2,Morning
6/22/2024,Espresso,97,3.62,West,Store C,Yes,In-store,2,Morning
6/22/2024,Latte,2,5.06,East,Store D,No,Online,2,Morning
6/22/2024,Latte,59,4.32,West,Store C,No,Delivery,1,Morning
6/22/2024,Mocha,42,3.47,South,Store D,Yes,Delivery,1,Night
6/22/2024,Mocha,37,3.68,North,Store A,No,In-store,1,Evening
6/22/2024,Espresso,11,3.13,North,Store C,No,Delivery,2,Evening
6/22/2024,Espresso,14,4.8,West,Store B,No,In-store,3,Night
6/22/2024,Cappuccino,29,5.37,West,Store C,Yes,Delivery,1,Morning
6/23/2024,Latte,60,4.57,West,Store B,Yes,Online,2,Night
6/23/2024,Espresso,50,4.23,West,Store A,No,Online,2,Evening
6/23/2024,Espresso,95,4.39,West,Store A,Yes,Delivery,1,Morning
6/23/2024,Mocha,59,3.72,South,Store C,No,In-store,2,Night
6/23/2024,Cappuccino,99,4.76,South,Store B,No,Online,3,Evening
6/23/2024,Espresso,82,5.07,East,Store D,No,Delivery,1,Evening
6/23/2024,Espresso,22,3.47,South,Store D,No,Delivery,4,Evening
6/23/2024,Espresso,54,3.13,East,Store A,Yes,In-store,1,Morning
6/23/2024,Cappuccino,45,3.65,North,Store D,No,In-store,4,Morning
6/23/2024,Mocha,52,5.4,North,Store B,Yes,Delivery,1,Afternoon
6/23/2024,Cappuccino,65,3.45,South,Store B,Yes,In-store,1,Morning
6/23/2024,Latte,89,5.42,East,Store B,No,In-store,1,Night
6/23/2024,Cappuccino,36,3.69,West,Store D,Yes,Online,1,Morning
6/23/2024,Mocha,58,4.63,West,Store D,No,Online,2,Night
6/23/2024,Espresso,54,4.59,North,Store A,No,Online,4,Afternoon
6/23/2024,Cappuccino,61,4.77,North,Store B,Yes,Delivery,4,Morning
6/23/2024,Latte,25,5.33,South,Store C,No,In-store,2,Afternoon
6/23/2024,Cappuccino,64,3.83,East,Store B,Yes,Online,3,Afternoon
6/23/2024,Espresso,20,4.69,North,Store B,No,In-store,2,Morning
6/23/2024,Latte,42,3.28,East,Store D,No,Online,3,Evening
6/23/2024,Cappuccino,64,4.87,West,Store C,Yes,In-store,1,Morning
6/23/2024,Cappuccino,52,3.44,East,Store D,No,Online,2,Afternoon
6/23/2024,Cappuccino,30,3.84,East,Store B,Yes,In-store,4,Evening
6/23/2024,Latte,88,5.16,North,Store B,Yes,Online,3,Evening
6/24/2024,Cappuccino,51,5.46,South,Store D,Yes,Delivery,3,Evening
6/24/2024,Latte,76,3.32,West,Store D,No,Online,3,Morning
6/24/2024,Espresso,92,4.15,North,Store B,No,Online,3,Morning
6/24/2024,Mocha,1,5.03,South,Store A,No,Online,2,Afternoon
6/24/2024,Espresso,50,3.93,West,Store D,Yes,Delivery,3,Night
6/24/2024,Cappuccino,36,5.4,South,Store C,No,In-store,2,Afternoon
6/24/2024,Latte,77,5.0,West,Store D,Yes,Online,2,Afternoon
6/24/2024,Espresso,10,5.16,East,Store B,No,Delivery,4,Evening
6/24/2024,Cappuccino,59,5.36,South,Store B,No,Delivery,3,Afternoon
6/24/2024,Mocha,98,4.34,South,Store D,Yes,Online,2,Evening
6/24/2024,Cappuccino,56,3.14,East,Store B,No,Delivery,3,Afternoon
6/24/2024,Mocha,13,3.96,West,Store A,No,Delivery,1,Afternoon
6/24/2024,Cappuccino,62,5.25,West,Store D,Yes,Online,4,Evening
6/24/2024,Mocha,38,5.35,North,Store A,Yes,Delivery,1,Night
6/24/2024,Latte,95,3.51,West,Store A,Yes,Delivery,2,Night
6/24/2024,Mocha,64,3.97,South,Store B,Yes,Delivery,4,Evening
6/24/2024,Espresso,10,5.39,East,Store B,Yes,In-store,4,Afternoon
6/24/2024,Cappuccino,36,4.07,West,Store A,No,In-store,1,Morning
6/24/2024,Mocha,14,3.04,East,Store A,No,Online,1,Night
6/24/2024,Espresso,44,3.44,East,Store A,Yes,Delivery,3,Morning
6/24/2024,Mocha,88,4.76,East,Store B,Yes,Delivery,3,Morning
6/24/2024,Cappuccino,62,3.06,South,Store C,No,Delivery,3,Afternoon
6/24/2024,Mocha,36,4.13,South,Store B,Yes,In-store,4,Evening
6/24/2024,Mocha,14,4.18,West,Store D,No,In-store,1,Evening
6/25/2024,Latte,25,3.43,North,Store B,No,Online,2,Evening
6/25/2024,Latte,62,5.03,South,Store A,No,In-store,4,Afternoon
6/25/2024,Latte,15,4.87,South,Store C,Yes,Delivery,4,Afternoon
6/25/2024,Espresso,7,4.81,South,Store B,No,In-store,1,Night
6/25/2024,Latte,35,4.6,East,Store B,No,Delivery,4,Afternoon
6/25/2024,Mocha,65,5.41,East,Store B,Yes,Delivery,3,Night
6/25/2024,Cappuccino,63,4.81,North,Store C,No,In-store,1,Morning
6/25/2024,Mocha,13,4.99,South,Store D,No,Online,2,Night
6/25/2024,Mocha,88,3.98,West,Store C,No,In-store,2,Night
6/25/2024,Cappuccino,87,3.56,North,Store D,Yes,Delivery,3,Morning
6/25/2024,Mocha,80,4.43,North,Store A,No,In-store,4,Afternoon
6/25/2024,Espresso,4,4.87,North,Store A,Yes,Delivery,2,Night
6/25/2024,Mocha,15,4.94,East,Store A,Yes,In-store,1,Evening
6/25/2024,Latte,92,3.9,East,Store A,No,Online,1,Morning
6/25/2024,Mocha,69,4.32,North,Store D,No,Online,4,Afternoon
6/25/2024,Latte,53,3.63,East,Store C,Yes,Online,2,Night
6/25/2024,Cappuccino,51,3.35,West,Store C,No,Online,2,Night
6/25/2024,Cappuccino,26,4.08,West,Store C,No,Online,1,Evening
6/25/2024,Mocha,53,4.42,North,Store B,No,In-store,3,Evening
6/25/2024,Espresso,70,4.99,East,Store A,Yes,In-store,1,Afternoon
6/25/2024,Mocha,49,5.08,West,Store B,No,In-store,2,Morning
6/25/2024,Latte,54,4.81,West,Store A,Yes,Delivery,4,Morning
6/25/2024,Espresso,90,3.84,West,Store B,No,In-store,4,Morning
6/25/2024,Cappuccino,8,4.44,South,Store B,No,Delivery,2,Afternoon
6/26/2024,Mocha,43,3.15,North,Store C,No,Delivery,2,Night
6/26/2024,Latte,20,3.6,East,Store A,No,Delivery,4,Evening
6/26/2024,Mocha,100,4.8,West,Store C,Yes,Delivery,1,Evening
6/26/2024,Latte,88,4.37,West,Store B,Yes,Delivery,4,Evening
6/26/2024,Mocha,91,5.38,North,Store D,No,Delivery,1,Night
6/26/2024,Latte,35,3.84,South,Store D,No,Online,3,Afternoon
6/26/2024,Espresso,23,3.55,North,Store A,Yes,Online,3,Night
6/26/2024,Espresso,34,5.13,East,Store C,No,Online,4,Afternoon
6/26/2024,Mocha,73,3.3,West,Store D,No,Online,2,Morning
6/26/2024,Cappuccino,1,4.49,North,Store A,No,In-store,1,Morning
6/26/2024,Cappuccino,85,5.15,East,Store B,Yes,In-store,2,Evening
6/26/2024,Latte,24,4.49,South,Store A,No,Online,3,Evening
6/26/2024,Cappuccino,35,3.34,South,Store D,Yes,Delivery,1,Evening
6/26/2024,Cappuccino,1,5.44,South,Store C,Yes,Online,2,Morning
6/26/2024,Latte,91,3.92,South,Store D,Yes,Delivery,4,Evening
6/26/2024,Mocha,85,3.02,West,Store A,Yes,In-store,4,Afternoon
6/26/2024,Latte,88,4.24,West,Store B,Yes,Delivery,3,Evening
6/26/2024,Espresso,13,5.0,North,Store D,No,Delivery,4,Evening
6/26/2024,Latte,59,5.42,East,Store A,Yes,In-store,2,Evening
6/26/2024,Cappuccino,79,3.26,West,Store B,Yes,In-store,4,Afternoon
6/26/2024,Cappuccino,13,3.96,South,Store A,Yes,Online,3,Morning
6/26/2024,Latte,36,3.53,North,Store B,No,Online,2,Evening
6/26/2024,Mocha,85,3.53,West,Store C,No,In-store,3,Evening
6/26/2024,Cappuccino,34,5.16,South,Store B,No,Delivery,4,Afternoon
6/27/2024,Cappuccino,95,5.0,West,Store A,Yes,Delivery,1,Morning
6/27/2024,Espresso,7,4.66,East,Store A,Yes,Delivery,4,Night
6/27/2024,Mocha,17,3.79,North,Store D,No,In-store,2,Afternoon
6/27/2024,Mocha,23,3.57,South,Store D,No,Online,1,Night
6/27/2024,Cappuccino,79,3.06,East,Store A,No,In-store,4,Afternoon
6/27/2024,Mocha,74,3.6,South,Store B,Yes,Online,4,Afternoon
6/27/2024,Cappuccino,89,3.25,West,Store C,No,Online,1,Night
6/27/2024,Latte,7,3.82,North,Store B,No,Delivery,4,Afternoon
6/27/2024,Latte,10,4.18,West,Store C,No,Delivery,3,Afternoon
6/27/2024,Espresso,35,4.28,North,Store C,Yes,Online,3,Morning
6/27/2024,Espresso,22,4.11,North,Store D,Yes,Online,2,Evening
6/27/2024,Cappuccino,66,3.59,West,Store A,Yes,In-store,1,Night
6/27/2024,Mocha,89,4.08,North,Store B,Yes,In-store,1,Afternoon
6/27/2024,Cappuccino,69,4.9,West,Store C,No,Delivery,2,Afternoon
6/27/2024,Cappuccino,92,3.18,North,Store B,Yes,Delivery,1,Evening
6/27/2024,Latte,13,3.01,West,Store C,No,Delivery,4,Afternoon
6/27/2024,Mocha,12,3.2,South,Store A,No,In-store,2,Morning
6/27/2024,Latte,77,4.56,North,Store A,No,Online,3,Night
6/27/2024,Mocha,81,3.48,West,Store A,No,In-store,4,Evening
6/27/2024,Espresso,50,3.4,East,Store B,No,In-store,3,Morning
6/27/2024,Cappuccino,43,4.83,South,Store A,Yes,Delivery,3,Morning
6/27/2024,Cappuccino,2,5.16,East,Store D,No,In-store,1,Morning
6/27/2024,Mocha,52,3.74,North,Store B,Yes,Delivery,1,Morning
6/27/2024,Latte,33,4.07,South,Store A,Yes,Online,3,Morning
6/28/2024,Espresso,91,4.39,South,Store D,Yes,In-store,2,Afternoon
6/28/2024,Espresso,39,4.67,West,Store A,Yes,Online,2,Morning
6/28/2024,Latte,11,4.82,East,Store B,No,In-store,2,Night
6/28/2024,Espresso,20,4.22,East,Store D,No,Online,3,Evening
6/28/2024,Mocha,20,4.91,East,Store A,No,Delivery,1,Evening
6/28/2024,Latte,27,3.37,South,Store D,No,Online,4,Night
6/28/2024,Latte,67,4.5,East,Store A,Yes,Delivery,2,Evening
6/28/2024,Latte,96,5.45,North,Store A,Yes,Online,1,Evening
6/28/2024,Cappuccino,81,3.25,North,Store D,No,In-store,2,Morning
6/28/2024,Espresso,66,4.11,South,Store B,Yes,In-store,3,Evening
6/28/2024,Espresso,80,5.25,South,Store B,Yes,Delivery,2,Night
6/28/2024,Espresso,26,4.68,West,Store B,Yes,Online,4,Morning
6/28/2024,Espresso,22,4.06,East,Store B,No,In-store,3,Afternoon
6/28/2024,Cappuccino,28,4.49,North,Store D,No,In-store,2,Night
6/28/2024,Espresso,19,5.06,South,Store A,Yes,Delivery,4,Evening
6/28/2024,Latte,52,4.68,South,Store C,No,Online,4,Evening
6/28/2024,Mocha,65,5.05,East,Store A,No,Delivery,2,Afternoon
6/28/2024,Mocha,18,5.11,East,Store B,No,Delivery,1,Afternoon
6/28/2024,Cappuccino,93,3.28,South,Store B,No,Online,1,Afternoon
6/28/2024,Latte,20,3.76,North,Store B,No,In-store,2,Morning
6/28/2024,Latte,98,4.69,West,Store C,Yes,In-store,4,Afternoon
6/28/2024,Mocha,24,4.44,West,Store A,No,Online,3,Night
6/28/2024,Mocha,53,4.19,South,Store A,Yes,In-store,2,Afternoon
6/28/2024,Latte,20,4.31,South,Store D,Yes,Online,3,Afternoon
6/29/2024,Espresso,73,4.87,West,Store B,No,Delivery,1,Morning
6/29/2024,Cappuccino,5,3.82,North,Store A,No,Online,4,Morning
6/29/2024,Espresso,42,4.99,West,Store B,Yes,Delivery,1,Afternoon
6/29/2024,Latte,34,4.66,West,Store C,No,Delivery,2,Evening
6/29/2024,Espresso,80,3.77,South,Store C,Yes,Delivery,2,Afternoon
6/29/2024,Espresso,93,4.43,West,Store D,Yes,Delivery,4,Night
6/29/2024,Espresso,80,3.05,West,Store C,Yes,In-store,4,Afternoon
6/29/2024,Mocha,99,4.4,West,Store D,Yes,Online,3,Morning
6/29/2024,Cappuccino,99,3.2,North,Store B,No,In-store,2,Afternoon
6/29/2024,Espresso,38,3.99,South,Store B,Yes,In-store,2,Night
6/29/2024,Mocha,54,5.26,East,Store C,No,Delivery,1,Afternoon
6/29/2024,Cappuccino,20,4.89,North,Store D,Yes,Online,1,Evening
6/29/2024,Espresso,7,4.46,West,Store C,No,In-store,2,Night
6/29/2024,Espresso,8,4.15,East,Store B,Yes,Online,3,Night
6/29/2024,Espresso,58,4.42,East,Store C,Yes,Online,1,Night
6/29/2024,Cappuccino,98,3.74,West,Store A,Yes,Delivery,3,Night
6/29/2024,Mocha,47,3.58,West,Store C,No,Delivery,2,Afternoon
6/29/2024,Espresso,64,3.31,East,Store A,No,Delivery,2,Morning
6/29/2024,Espresso,77,4.33,South,Store C,Yes,Delivery,4,Morning
6/29/2024,Latte,48,3.98,South,Store D,No,Delivery,4,Evening
6/29/2024,Latte,8,3.78,North,Store D,No,Online,4,Morning
6/29/2024,Latte,8,3.14,South,Store A,Yes,In-store,4,Morning
6/29/2024,Mocha,94,5.07,North,Store D,No,In-store,3,Afternoon
6/29/2024,Cappuccino,73,3.68,East,Store D,Yes,Delivery,2,Afternoon
6/30/2024,Cappuccino,69,5.18,East,Store B,Yes,In-store,2,Evening
6/30/2024,Mocha,11,5.35,East,Store C,Yes,Online,3,Morning
6/30/2024,Latte,37,5.41,West,Store B,Yes,Delivery,3,Night
6/30/2024,Latte,22,3.34,South,Store D,Yes,Delivery,3,Morning
6/30/2024,Cappuccino,12,5.0,South,Store D,Yes,In-store,1,Evening
6/30/2024,Cappuccino,79,5.28,East,Store A,No,Online,1,Night
6/30/2024,Mocha,75,5.12,West,Store D,No,In-store,1,Morning
6/30/2024,Cappuccino,36,3.56,East,Store D,Yes,Online,2,Afternoon
6/30/2024,Latte,84,3.83,South,Store D,No,In-store,3,Afternoon
6/30/2024,Mocha,40,4.7,South,Store C,No,In-store,2,Evening
6/30/2024,Cappuccino,64,5.09,East,Store C,Yes,Online,2,Evening
6/30/2024,Cappuccino,94,3.12,South,Store B,No,Delivery,4,Morning
6/30/2024,Espresso,87,4.02,East,Store C,Yes,Delivery,1,Morning
6/30/2024,Cappuccino,80,3.43,West,Store C,Yes,Online,4,Evening
6/30/2024,Mocha,22,3.55,North,Store A,No,Online,4,Evening
6/30/2024,Espresso,93,4.9,North,Store D,Yes,Delivery,2,Evening
6/30/2024,Cappuccino,85,4.89,West,Store B,Yes,In-store,3,Afternoon
6/30/2024,Cappuccino,3,4.0,South,Store D,Yes,In-store,2,Afternoon
6/30/2024,Cappuccino,36,4.44,South,Store C,No,Delivery,1,Night
6/30/2024,Latte,7,4.02,North,Store C,Yes,In-store,1,Evening
6/30/2024,Cappuccino,62,5.1,West,Store C,No,Delivery,2,Morning
6/30/2024,Latte,75,3.2,South,Store B,Yes,Delivery,1,Night
6/30/2024,Espresso,52,3.8,East,Store B,Yes,In-store,3,Morning
6/30/2024,Latte,47,4.1,North,Store B,Yes,In-store,1,Afternoon
7/1/2024,Mocha,39,3.05,South,Store B,Yes,Online,4,Afternoon
7/1/2024,Espresso,8,4.71,North,Store D,Yes,In-store,1,Morning
7/1/2024,Cappuccino,26,3.93,East,Store D,No,In-store,2,Evening
7/1/2024,Latte,79,5.38,East,Store A,Yes,Delivery,4,Evening
7/1/2024,Cappuccino,71,5.13,South,Store C,Yes,Delivery,1,Night
7/1/2024,Mocha,83,4.63,West,Store D,No,Online,2,Night
7/1/2024,Espresso,12,5.18,North,Store B,Yes,Online,4,Afternoon
7/1/2024,Latte,11,5.16,West,Store C,Yes,Delivery,2,Evening
7/1/2024,Latte,94,3.8,North,Store D,Yes,Online,2,Morning
7/1/2024,Cappuccino,43,4.03,South,Store C,Yes,Delivery,4,Morning
7/1/2024,Mocha,72,3.55,South,Store A,Yes,Online,2,Afternoon
7/1/2024,Latte,100,4.93,East,Store C,Yes,Online,4,Afternoon
7/1/2024,Latte,71,4.27,West,Store C,No,Delivery,4,Afternoon
7/1/2024,Espresso,39,5.04,East,Store B,No,Online,4,Morning
7/1/2024,Espresso,7,3.09,South,Store D,No,Online,2,Evening
7/1/2024,Espresso,17,5.47,East,Store C,No,Online,1,Afternoon
7/1/2024,Latte,96,4.87,North,Store A,Yes,Delivery,4,Evening
7/1/2024,Mocha,58,3.85,West,Store B,Yes,Online,4,Afternoon
7/1/2024,Espresso,94,4.03,South,Store A,No,Delivery,2,Night
7/1/2024,Mocha,33,3.16,East,Store C,No,Delivery,3,Night
7/1/2024,Espresso,24,4.67,West,Store D,No,In-store,1,Afternoon
7/1/2024,Cappuccino,8,3.41,East,Store C,Yes,In-store,3,Evening
7/1/2024,Mocha,19,3.69,East,Store B,Yes,In-store,1,Morning
7/1/2024,Espresso,32,4.38,South,Store B,Yes,Online,1,Evening
7/2/2024,Espresso,59,4.9,West,Store C,Yes,In-store,1,Evening
7/2/2024,Mocha,89,5.29,North,Store B,Yes,Online,1,Morning
7/2/2024,Cappuccino,2,4.11,East,Store C,No,Delivery,1,Night
7/2/2024,Latte,1,4.68,South,Store C,Yes,In-store,1,Evening
7/2/2024,Mocha,87,5.17,East,Store B,No,In-store,2,Evening
7/2/2024,Cappuccino,25,3.94,South,Store A,No,In-store,3,Morning
7/2/2024,Espresso,93,3.68,North,Store B,Yes,In-store,3,Morning
7/2/2024,Latte,71,3.09,South,Store C,No,In-store,2,Afternoon
7/2/2024,Latte,14,4.93,North,Store D,No,Online,1,Afternoon
7/2/2024,Espresso,35,4.16,East,Store A,Yes,Online,1,Morning
7/2/2024,Espresso,91,5.08,South,Store D,No,In-store,4,Night
7/2/2024,Espresso,51,3.91,West,Store C,No,In-store,3,Night
7/2/2024,Latte,72,4.34,North,Store D,No,In-store,3,Afternoon
7/2/2024,Cappuccino,91,3.41,West,Store B,No,In-store,3,Night
7/2/2024,Mocha,90,5.33,South,Store A,Yes,Delivery,2,Night
7/2/2024,Espresso,25,3.99,South,Store D,Yes,In-store,2,Morning
7/2/2024,Mocha,22,4.05,East,Store D,Yes,Delivery,3,Afternoon
7/2/2024,Espresso,93,5.19,West,Store B,Yes,Online,1,Morning
7/2/2024,Cappuccino,97,4.36,East,Store B,No,In-store,1,Night
7/2/2024,Mocha,100,4.27,West,Store C,Yes,Online,4,Night
7/2/2024,Latte,61,3.34,East,Store B,No,Online,2,Evening
7/2/2024,Mocha,45,4.93,South,Store A,Yes,Online,2,Afternoon
7/2/2024,Cappuccino,73,5.36,South,Store A,Yes,In-store,1,Night
7/2/2024,Mocha,44,5.43,North,Store D,No,Online,3,Morning
7/3/2024,Mocha,69,5.36,West,Store D,No,Online,3,Evening
7/3/2024,Espresso,98,3.48,East,Store C,Yes,Delivery,2,Afternoon
7/3/2024,Cappuccino,37,5.3,East,Store A,No,In-store,4,Night
7/3/2024,Cappuccino,79,5.43,West,Store C,Yes,In-store,1,Evening
7/3/2024,Latte,62,4.46,West,Store D,No,In-store,3,Morning
7/3/2024,Mocha,62,3.06,North,Store C,No,In-store,3,Evening
7/3/2024,Espresso,98,5.27,West,Store A,Yes,In-store,1,Evening
7/3/2024,Latte,59,4.09,South,Store A,No,In-store,1,Afternoon
7/3/2024,Mocha,40,4.9,South,Store D,Yes,Delivery,3,Afternoon
7/3/2024,Latte,76,3.37,South,Store D,Yes,Delivery,2,Afternoon
7/3/2024,Mocha,62,5.27,South,Store A,No,Online,1,Afternoon
7/3/2024,Espresso,43,4.23,South,Store C,No,Online,3,Night
7/3/2024,Espresso,66,5.4,North,Store D,No,Online,1,Night
7/3/2024,Espresso,72,3.63,East,Store D,No,Delivery,4,Afternoon
7/3/2024,Cappuccino,39,4.75,West,Store D,No,In-store,3,Night
7/3/2024,Espresso,79,4.37,North,Store D,Yes,Delivery,2,Morning
7/3/2024,Espresso,19,3.58,East,Store A,No,Delivery,2,Morning
7/3/2024,Cappuccino,92,3.2,South,Store C,No,In-store,2,Morning
7/3/2024,Espresso,74,3.92,South,Store C,Yes,Delivery,1,Afternoon
7/3/2024,Espresso,7,5.31,South,Store A,Yes,Online,2,Night
7/3/2024,Latte,83,3.6,East,Store D,Yes,Online,4,Morning
7/3/2024,Mocha,16,4.32,South,Store A,Yes,Delivery,2,Morning
7/3/2024,Mocha,20,5.39,West,Store B,Yes,Online,2,Night
7/3/2024,Mocha,71,3.5,West,Store A,No,Online,4,Night
7/4/2024,Latte,49,4.17,East,Store B,No,In-store,4,Afternoon
7/4/2024,Latte,10,5.31,North,Store A,Yes,Delivery,4,Night
7/4/2024,Cappuccino,65,5.29,North,Store A,No,In-store,3,Morning
7/4/2024,Cappuccino,62,5.0,North,Store A,Yes,In-store,1,Afternoon
7/4/2024,Mocha,38,5.33,East,Store B,Yes,Delivery,1,Night
7/4/2024,Cappuccino,28,4.84,East,Store A,No,In-store,2,Afternoon
7/4/2024,Mocha,84,4.32,South,Store C,No,Online,4,Evening
7/4/2024,Espresso,68,5.28,West,Store B,Yes,In-store,2,Evening
7/4/2024,Mocha,59,4.08,East,Store B,No,Online,1,Afternoon
7/4/2024,Espresso,26,4.86,West,Store B,No,In-store,1,Evening
7/4/2024,Espresso,39,4.5,South,Store C,No,Online,4,Night
7/4/2024,Cappuccino,70,4.19,North,Store D,Yes,Delivery,4,Night
7/4/2024,Cappuccino,91,3.04,East,Store B,Yes,Online,1,Afternoon
7/4/2024,Mocha,30,3.34,South,Store A,Yes,Delivery,3,Evening
7/4/2024,Latte,65,3.53,East,Store A,No,Delivery,3,Afternoon
7/4/2024,Espresso,94,4.14,North,Store C,Yes,Online,1,Afternoon
7/4/2024,Mocha,19,5.46,South,Store C,No,Delivery,3,Evening
7/4/2024,Latte,76,3.16,North,Store A,Yes,In-store,3,Afternoon
7/4/2024,Cappuccino,39,4.24,East,Store B,Yes,In-store,2,Afternoon
7/4/2024,Espresso,97,3.99,East,Store D,Yes,In-store,3,Evening
7/4/2024,Espresso,84,5.19,West,Store C,No,In-store,2,Morning
7/4/2024,Latte,28,4.27,South,Store B,Yes,Delivery,2,Afternoon
7/4/2024,Cappuccino,41,5.37,North,Store B,Yes,Online,2,Morning
7/4/2024,Mocha,71,4.37,East,Store A,No,Online,4,Evening
7/5/2024,Mocha,80,5.25,East,Store D,No,In-store,2,Night
7/5/2024,Latte,93,4.07,South,Store D,Yes,Online,4,Morning
7/5/2024,Latte,5,4.54,West,Store A,Yes,In-store,4,Morning
7/5/2024,Cappuccino,78,5.26,East,Store D,Yes,In-store,2,Evening
7/5/2024,Espresso,79,4.54,North,Store C,Yes,In-store,1,Evening
7/5/2024,Mocha,24,3.94,East,Store C,Yes,In-store,2,Night
7/5/2024,Espresso,71,3.32,North,Store A,Yes,In-store,2,Night
7/5/2024,Latte,86,4.88,West,Store C,Yes,Delivery,2,Evening
7/5/2024,Espresso,81,4.66,North,Store C,Yes,In-store,4,Morning
7/5/2024,Mocha,15,5.46,West,Store D,Yes,Delivery,1,Afternoon
7/5/2024,Mocha,96,3.73,South,Store D,Yes,In-store,4,Evening
7/5/2024,Latte,88,5.41,West,Store D,No,Delivery,2,Evening
7/5/2024,Espresso,51,3.46,East,Store A,Yes,Delivery,1,Morning
7/5/2024,Latte,97,5.22,South,Store D,No,Delivery,2,Morning
7/5/2024,Cappuccino,18,3.97,South,Store A,No,Online,4,Evening
7/5/2024,Latte,92,4.47,East,Store C,No,In-store,2,Night
7/5/2024,Mocha,58,4.13,West,Store D,No,Delivery,3,Night
7/5/2024,Latte,1,4.5,East,Store B,Yes,In-store,3,Night
7/5/2024,Espresso,17,5.38,South,Store C,Yes,Online,4,Afternoon
7/5/2024,Espresso,33,4.45,South,Store D,Yes,Delivery,2,Afternoon
7/5/2024,Latte,2,4.97,South,Store B,No,In-store,3,Afternoon
7/5/2024,Mocha,4,4.53,East,Store C,Yes,In-store,4,Morning
7/5/2024,Latte,83,3.87,North,Store D,No,In-store,2,Morning
7/5/2024,Espresso,87,3.69,South,Store A,Yes,In-store,1,Morning
7/6/2024,Latte,79,5.0,North,Store C,Yes,Delivery,4,Morning
7/6/2024,Latte,48,3.5,East,Store A,Yes,Delivery,3,Morning
7/6/2024,Cappuccino,70,5.3,West,Store C,Yes,In-store,3,Morning
7/6/2024,Espresso,39,4.18,North,Store D,No,Delivery,2,Afternoon
7/6/2024,Cappuccino,76,5.18,East,Store D,Yes,Delivery,2,Afternoon
7/6/2024,Espresso,66,4.3,East,Store C,Yes,Online,2,Night
7/6/2024,Espresso,22,4.45,West,Store B,No,In-store,2,Night
7/6/2024,Cappuccino,93,4.56,West,Store A,No,In-store,1,Evening
7/6/2024,Espresso,81,3.13,South,Store C,Yes,In-store,3,Afternoon
7/6/2024,Espresso,88,5.39,North,Store A,Yes,Delivery,3,Evening
7/6/2024,Espresso,24,3.26,East,Store C,Yes,In-store,3,Evening
7/6/2024,Latte,50,4.71,East,Store B,Yes,Delivery,3,Afternoon
7/6/2024,Mocha,50,4.87,West,Store B,Yes,Online,3,Morning
7/6/2024,Espresso,6,3.38,East,Store C,Yes,Delivery,4,Afternoon
7/6/2024,Espresso,26,5.34,South,Store B,No,Online,2,Afternoon
7/6/2024,Latte,34,5.0,West,Store C,Yes,Delivery,2,Night
7/6/2024,Espresso,39,5.19,East,Store C,Yes,In-store,2,Morning
7/6/2024,Cappuccino,44,4.83,North,Store D,No,In-store,4,Afternoon
7/6/2024,Mocha,80,4.92,North,Store C,No,In-store,3,Afternoon
7/6/2024,Mocha,39,3.73,West,Store C,Yes,Delivery,4,Afternoon
7/6/2024,Cappuccino,71,3.34,North,Store B,Yes,Delivery,1,Afternoon
7/6/2024,Mocha,25,3.13,West,Store D,No,Delivery,1,Night
7/6/2024,Mocha,5,4.23,North,Store A,No,In-store,1,Evening
7/6/2024,Cappuccino,96,5.49,South,Store D,No,In-store,2,Morning
7/7/2024,Cappuccino,83,4.96,East,Store A,Yes,In-store,1,Afternoon
7/7/2024,Cappuccino,11,4.72,East,Store D,Yes,Delivery,4,Evening
7/7/2024,Latte,16,5.12,South,Store A,No,In-store,2,Afternoon
7/7/2024,Cappuccino,14,4.35,East,Store D,No,Delivery,1,Evening
7/7/2024,Mocha,43,3.43,East,Store C,No,In-store,1,Morning
7/7/2024,Espresso,24,5.27,South,Store A,Yes,Delivery,1,Evening
7/7/2024,Espresso,13,5.28,South,Store B,Yes,Delivery,3,Evening
7/7/2024,Latte,17,3.72,South,Store A,Yes,In-store,2,Afternoon
7/7/2024,Espresso,49,4.47,North,Store B,No,Delivery,4,Afternoon
7/7/2024,Espresso,99,4.56,North,Store A,No,Delivery,2,Evening
7/7/2024,Espresso,45,4.62,North,Store A,No,Delivery,2,Afternoon
7/7/2024,Espresso,17,3.77,South,Store B,No,In-store,4,Afternoon
7/7/2024,Mocha,88,4.7,South,Store D,Yes,Delivery,3,Night
