Promotion ID,Product,Promotion Type,Start Date,End Date,Regions Targeted,Success Rate (%)
P3862,Latte,BOGO,6/9/2024,6/10/2024,South,47.28
P3863,Mocha,Bundle,6/9/2024,6/10/2024,East,40.98
P3864,Latte,BOGO,6/9/2024,6/10/2024,South,35.13
P3865,Latte,Bundle,6/10/2024,6/11/2024,North,64.28
P3866,Latte,BOGO,6/10/2024,6/11/2024,West,16.14
P3867,Espresso,Free Sample,6/10/2024,6/11/2024,South,13.61
P3868,Mocha,Bundle,6/10/2024,6/11/2024,East,69.1
P3869,Cappuccino,BOGO,6/10/2024,6/11/2024,West,41.51
P3870,Mocha,BOGO,6/10/2024,6/11/2024,North,56.56
P3871,Cappuccino,Bundle,6/10/2024,6/11/2024,East,33.3
P3872,Cappuccino,Bundle,6/10/2024,6/11/2024,West,15.49
P3873,Cappuccino,Bundle,6/10/2024,6/11/2024,West,66.11
P3874,Mocha,Bundle,6/10/2024,6/11/2024,West,71.27
P3875,Cappuccino,BOGO,6/10/2024,6/11/2024,North,62.6
P3876,Latte,Discount,6/10/2024,6/11/2024,East,75.28
P3877,Mocha,BOGO,6/10/2024,6/11/2024,North,86.01
P3878,Mocha,Discount,6/10/2024,6/11/2024,North,75.8
P3879,Latte,Discount,6/10/2024,6/11/2024,North,69.99
P3880,Mocha,Free Sample,6/10/2024,6/11/2024,West,25.9
P3881,Cappuccino,Bundle,6/10/2024,6/11/2024,East,63.93
P3882,Cappuccino,Discount,6/10/2024,6/11/2024,South,14.87
P3883,Latte,Bundle,6/10/2024,6/11/2024,West,54.01
P3884,Espresso,BOGO,6/10/2024,6/11/2024,North,78.84
P3885,Cappuccino,Bundle,6/10/2024,6/11/2024,West,67.91
P3886,Latte,Bundle,6/10/2024,6/11/2024,North,29.79
P3887,Espresso,BOGO,6/10/2024,6/11/2024,North,24.44
P3888,Cappuccino,Discount,6/10/2024,6/11/2024,South,55.67
P3889,Latte,Discount,6/11/2024,6/12/2024,West,28.31
P3890,Mocha,BOGO,6/11/2024,6/12/2024,West,55.33
P3891,Cappuccino,Discount,6/11/2024,6/12/2024,North,10.77
P3892,Mocha,Bundle,6/11/2024,6/12/2024,South,81.16
P3893,Espresso,Bundle,6/11/2024,6/12/2024,North,32.56
P3894,Mocha,BOGO,6/11/2024,6/12/2024,North,52.82
P3895,Cappuccino,BOGO,6/11/2024,6/12/2024,South,10.89
P3896,Latte,Bundle,6/11/2024,6/12/2024,East,50.1
P3897,Espresso,BOGO,6/11/2024,6/12/2024,North,24.8
P3898,Mocha,Bundle,6/11/2024,6/12/2024,North,48.49
P3899,Espresso,Bundle,6/11/2024,6/12/2024,West,58.74
P3900,Espresso,Discount,6/11/2024,6/12/2024,West,68.69
P3901,Mocha,Bundle,6/11/2024,6/12/2024,North,55.09
P3902,Cappuccino,Free Sample,6/11/2024,6/12/2024,South,86.84
P3903,Espresso,Discount,6/11/2024,6/12/2024,West,12.36
P3904,Mocha,BOGO,6/11/2024,6/12/2024,West,56.13
P3905,Mocha,BOGO,6/11/2024,6/12/2024,West,16.29
P3906,Espresso,Bundle,6/11/2024,6/12/2024,East,48.7
P3907,Latte,Discount,6/11/2024,6/12/2024,South,51.77
P3908,Espresso,BOGO,6/11/2024,6/12/2024,South,68.77
P3909,Cappuccino,Free Sample,6/11/2024,6/12/2024,West,58.82
P3910,Cappuccino,BOGO,6/11/2024,6/12/2024,South,28.63
P3911,Mocha,Bundle,6/11/2024,6/12/2024,South,80.47
P3912,Latte,Free Sample,6/11/2024,6/12/2024,South,21.92
P3913,Espresso,Free Sample,6/12/2024,6/13/2024,North,88.76
P3914,Mocha,Bundle,6/12/2024,6/13/2024,West,20.43
P3915,Cappuccino,Discount,6/12/2024,6/13/2024,South,63.38
P3916,Espresso,Discount,6/12/2024,6/13/2024,South,59.53
P3917,Cappuccino,Bundle,6/12/2024,6/13/2024,West,15.96
P3918,Latte,Bundle,6/12/2024,6/13/2024,East,23.7
P3919,Mocha,BOGO,6/12/2024,6/13/2024,South,33.82
P3920,Cappuccino,Discount,6/12/2024,6/13/2024,East,39.81
P3921,Espresso,Discount,6/12/2024,6/13/2024,East,72.76
P3922,Latte,Bundle,6/12/2024,6/13/2024,East,13.86
P3923,Latte,Discount,6/12/2024,6/13/2024,East,75.4
P3924,Mocha,Free Sample,6/12/2024,6/13/2024,East,70.85
P3925,Latte,Bundle,6/12/2024,6/13/2024,East,32.72
P3926,Latte,Free Sample,6/12/2024,6/13/2024,East,47.92
P3927,Cappuccino,Bundle,6/12/2024,6/13/2024,South,14.45
P3928,Latte,Free Sample,6/12/2024,6/13/2024,South,85.1
P3929,Espresso,Discount,6/12/2024,6/13/2024,West,32.17
P3930,Cappuccino,Discount,6/12/2024,6/13/2024,South,64.45
P3931,Mocha,Discount,6/12/2024,6/13/2024,South,25.49
P3932,Mocha,Free Sample,6/12/2024,6/13/2024,South,47.39
P3933,Espresso,BOGO,6/12/2024,6/13/2024,South,56.82
P3934,Espresso,Free Sample,6/12/2024,6/13/2024,East,58.06
P3935,Cappuccino,BOGO,6/12/2024,6/13/2024,South,74.81
P3936,Latte,BOGO,6/12/2024,6/13/2024,South,34.16
P3937,Espresso,BOGO,6/13/2024,6/14/2024,East,11.44
P3938,Cappuccino,Free Sample,6/13/2024,6/14/2024,West,18.48
P3939,Latte,BOGO,6/13/2024,6/14/2024,North,83.21
P3940,Espresso,Free Sample,6/13/2024,6/14/2024,West,10.94
P3941,Cappuccino,Discount,6/13/2024,6/14/2024,West,32.53
P3942,Latte,BOGO,6/13/2024,6/14/2024,North,55.47
P3943,Espresso,Bundle,6/13/2024,6/14/2024,West,65.53
P3944,Latte,Bundle,6/13/2024,6/14/2024,East,72.39
P3945,Mocha,BOGO,6/13/2024,6/14/2024,South,87.02
P3946,Espresso,Discount,6/13/2024,6/14/2024,South,62.5
P3947,Espresso,Free Sample,6/13/2024,6/14/2024,South,56.0
P3948,Latte,BOGO,6/13/2024,6/14/2024,North,76.72
P3949,Espresso,Bundle,6/13/2024,6/14/2024,North,19.65
P3950,Espresso,Bundle,6/13/2024,6/14/2024,East,57.8
P3951,Espresso,Discount,6/13/2024,6/14/2024,West,72.36
P3952,Espresso,BOGO,6/13/2024,6/14/2024,East,26.58
P3953,Latte,Free Sample,6/13/2024,6/14/2024,East,27.6
P3954,Cappuccino,Discount,6/13/2024,6/14/2024,South,84.22
P3955,Latte,Free Sample,6/13/2024,6/14/2024,West,68.63
P3956,Mocha,Discount,6/13/2024,6/14/2024,East,23.22
P3957,Latte,BOGO,6/13/2024,6/14/2024,South,68.76
P3958,Espresso,Free Sample,6/13/2024,6/14/2024,South,27.51
P3959,Latte,Free Sample,6/13/2024,6/14/2024,West,87.85
P3960,Espresso,Free Sample,6/13/2024,6/14/2024,West,40.8
P3961,Cappuccino,Free Sample,6/14/2024,6/15/2024,South,13.95
P3962,Mocha,Free Sample,6/14/2024,6/15/2024,West,77.41
P3963,Cappuccino,BOGO,6/14/2024,6/15/2024,West,24.32
P3964,Latte,Discount,6/14/2024,6/15/2024,West,36.58
P3965,Latte,Bundle,6/14/2024,6/15/2024,South,57.81
P3966,Espresso,BOGO,6/14/2024,6/15/2024,East,81.42
P3967,Cappuccino,BOGO,6/14/2024,6/15/2024,South,47.13
P3968,Cappuccino,Free Sample,6/14/2024,6/15/2024,East,22.27
P3969,Espresso,BOGO,6/14/2024,6/15/2024,South,85.74
P3970,Mocha,Free Sample,6/14/2024,6/15/2024,North,80.26
P3971,Mocha,Discount,6/14/2024,6/15/2024,South,45.65
P3972,Cappuccino,BOGO,6/14/2024,6/15/2024,North,64.8
P3973,Mocha,BOGO,6/14/2024,6/15/2024,North,44.45
P3974,Espresso,Free Sample,6/14/2024,6/15/2024,West,71.62
P3975,Espresso,Bundle,6/14/2024,6/15/2024,South,48.21
P3976,Latte,BOGO,6/14/2024,6/15/2024,South,45.24
P3977,Latte,BOGO,6/14/2024,6/15/2024,North,67.11
P3978,Latte,Free Sample,6/14/2024,6/15/2024,East,81.28
P3979,Latte,Bundle,6/14/2024,6/15/2024,South,66.2
P3980,Latte,Discount,6/14/2024,6/15/2024,East,30.57
P3981,Latte,Free Sample,6/14/2024,6/15/2024,West,44.25
P3982,Cappuccino,Free Sample,6/14/2024,6/15/2024,East,87.81
P3983,Mocha,Free Sample,6/14/2024,6/15/2024,South,46.81
P3984,Espresso,Free Sample,6/14/2024,6/15/2024,West,27.14
P3985,Espresso,Bundle,6/15/2024,6/16/2024,South,61.19
P3986,Espresso,BOGO,6/15/2024,6/16/2024,North,37.35
P3987,Mocha,Bundle,6/15/2024,6/16/2024,South,72.86
P3988,Espresso,BOGO,6/15/2024,6/16/2024,West,35.61
P3989,Cappuccino,Bundle,6/15/2024,6/16/2024,North,31.56
P3990,Latte,Bundle,6/15/2024,6/16/2024,North,25.58
P3991,Mocha,Free Sample,6/15/2024,6/16/2024,West,17.7
P3992,Cappuccino,BOGO,6/15/2024,6/16/2024,North,45.41
P3993,Cappuccino,Discount,6/15/2024,6/16/2024,South,46.13
P3994,Latte,Discount,6/15/2024,6/16/2024,East,62.5
P3995,Espresso,BOGO,6/15/2024,6/16/2024,South,56.89
P3996,Mocha,Discount,6/15/2024,6/16/2024,South,19.89
P3997,Cappuccino,Free Sample,6/15/2024,6/16/2024,East,35.54
P3998,Latte,Free Sample,6/15/2024,6/16/2024,East,66.78
P3999,Latte,Free Sample,6/15/2024,6/16/2024,North,49.35
P4000,Cappuccino,Bundle,6/15/2024,6/16/2024,South,56.64
P4001,Cappuccino,Free Sample,6/15/2024,6/16/2024,North,45.85
P4002,Espresso,Free Sample,6/15/2024,6/16/2024,South,74.27
P4003,Cappuccino,Free Sample,6/15/2024,6/16/2024,West,21.43
P4004,Cappuccino,Discount,6/15/2024,6/16/2024,South,40.21
P4005,Mocha,Free Sample,6/15/2024,6/16/2024,West,53.85
P4006,Latte,BOGO,6/15/2024,6/16/2024,West,33.06
P4007,Cappuccino,Discount,6/15/2024,6/16/2024,North,51.19
P4008,Espresso,BOGO,6/15/2024,6/16/2024,North,37.78
P4009,Cappuccino,Bundle,6/16/2024,6/17/2024,South,24.98
P4010,Latte,Bundle,6/16/2024,6/17/2024,East,83.27
P4011,Espresso,BOGO,6/16/2024,6/17/2024,North,63.39
P4012,Espresso,Discount,6/16/2024,6/17/2024,East,34.68
P4013,Cappuccino,Bundle,6/16/2024,6/17/2024,West,62.12
P4014,Latte,Free Sample,6/16/2024,6/17/2024,South,41.59
P4015,Mocha,Free Sample,6/16/2024,6/17/2024,North,89.46
P4016,Latte,Discount,6/16/2024,6/17/2024,South,11.27
P4017,Mocha,Bundle,6/16/2024,6/17/2024,North,50.3
P4018,Mocha,Discount,6/16/2024,6/17/2024,West,37.79
P4019,Latte,Discount,6/16/2024,6/17/2024,West,88.88
P4020,Cappuccino,BOGO,6/16/2024,6/17/2024,East,81.51
P4021,Mocha,Bundle,6/16/2024,6/17/2024,East,26.03
P4022,Espresso,Bundle,6/16/2024,6/17/2024,East,11.38
P4023,Cappuccino,BOGO,6/16/2024,6/17/2024,North,68.92
P4024,Espresso,Bundle,6/16/2024,6/17/2024,South,66.64
P4025,Cappuccino,BOGO,6/16/2024,6/17/2024,North,22.51
P4026,Latte,Free Sample,6/16/2024,6/17/2024,South,44.55
P4027,Mocha,Free Sample,6/16/2024,6/17/2024,North,67.67
P4028,Espresso,Discount,6/16/2024,6/17/2024,West,76.57
P4029,Espresso,Discount,6/16/2024,6/17/2024,North,19.55
P4030,Latte,Discount,6/16/2024,6/17/2024,East,68.79
P4031,Cappuccino,Free Sample,6/16/2024,6/17/2024,South,41.96
P4032,Mocha,Bundle,6/16/2024,6/17/2024,South,62.93
P4033,Cappuccino,Discount,6/17/2024,6/18/2024,East,44.52
P4034,Mocha,Bundle,6/17/2024,6/18/2024,North,64.5
P4035,Mocha,Discount,6/17/2024,6/18/2024,North,81.05
P4036,Espresso,Bundle,6/17/2024,6/18/2024,East,56.38
P4037,Mocha,Bundle,6/17/2024,6/18/2024,West,12.27
P4038,Cappuccino,Discount,6/17/2024,6/18/2024,North,75.44
P4039,Latte,Discount,6/17/2024,6/18/2024,South,21.89
P4040,Cappuccino,BOGO,6/17/2024,6/18/2024,North,49.85
P4041,Latte,Discount,6/17/2024,6/18/2024,North,39.53
P4042,Espresso,BOGO,6/17/2024,6/18/2024,South,15.69
P4043,Cappuccino,Discount,6/17/2024,6/18/2024,East,65.27
P4044,Latte,Discount,6/17/2024,6/18/2024,North,22.37
P4045,Latte,Free Sample,6/17/2024,6/18/2024,West,54.28
P4046,Latte,Free Sample,6/17/2024,6/18/2024,North,29.68
P4047,Cappuccino,Bundle,6/17/2024,6/18/2024,East,62.46
P4048,Cappuccino,Bundle,6/17/2024,6/18/2024,West,26.82
P4049,Latte,Bundle,6/17/2024,6/18/2024,South,38.89
P4050,Latte,BOGO,6/17/2024,6/18/2024,East,15.05
P4051,Cappuccino,Discount,6/17/2024,6/18/2024,West,62.69
P4052,Latte,Discount,6/17/2024,6/18/2024,West,13.07
P4053,Latte,Discount,6/17/2024,6/18/2024,East,56.7
P4054,Mocha,Discount,6/17/2024,6/18/2024,North,89.9
P4055,Espresso,Free Sample,6/17/2024,6/18/2024,North,44.97
P4056,Espresso,BOGO,6/17/2024,6/18/2024,South,86.5
P4057,Mocha,BOGO,6/18/2024,6/19/2024,North,75.2
P4058,Mocha,Bundle,6/18/2024,6/19/2024,North,79.04
P4059,Mocha,Bundle,6/18/2024,6/19/2024,South,25.13
P4060,Mocha,Bundle,6/18/2024,6/19/2024,West,23.23
P4061,Latte,Free Sample,6/18/2024,6/19/2024,West,16.96
P4062,Espresso,BOGO,6/18/2024,6/19/2024,West,72.18
P4063,Mocha,Bundle,6/18/2024,6/19/2024,North,47.28
P4064,Espresso,BOGO,6/18/2024,6/19/2024,North,28.56
P4065,Espresso,Free Sample,6/18/2024,6/19/2024,West,78.14
P4066,Espresso,BOGO,6/18/2024,6/19/2024,North,24.17
P4067,Mocha,Bundle,6/18/2024,6/19/2024,West,71.01
P4068,Espresso,Bundle,6/18/2024,6/19/2024,East,26.34
P4069,Latte,BOGO,6/18/2024,6/19/2024,North,81.77
P4070,Cappuccino,Discount,6/18/2024,6/19/2024,East,20.44
P4071,Cappuccino,Free Sample,6/18/2024,6/19/2024,East,66.77
P4072,Latte,Discount,6/18/2024,6/19/2024,North,43.75
P4073,Latte,Bundle,6/18/2024,6/19/2024,West,30.84
P4074,Cappuccino,Bundle,6/18/2024,6/19/2024,West,31.03
P4075,Latte,BOGO,6/18/2024,6/19/2024,East,68.58
P4076,Cappuccino,Bundle,6/18/2024,6/19/2024,West,37.26
P4077,Mocha,BOGO,6/18/2024,6/19/2024,West,62.3
P4078,Espresso,Bundle,6/18/2024,6/19/2024,West,31.1
P4079,Latte,BOGO,6/18/2024,6/19/2024,North,38.51
P4080,Mocha,Discount,6/18/2024,6/19/2024,North,25.12
P4081,Mocha,Discount,6/19/2024,6/20/2024,East,77.14
P4082,Mocha,Discount,6/19/2024,6/20/2024,West,17.57
P4083,Espresso,Free Sample,6/19/2024,6/20/2024,West,56.54
P4084,Mocha,Bundle,6/19/2024,6/20/2024,South,59.92
P4085,Latte,Free Sample,6/19/2024,6/20/2024,East,85.06
P4086,Mocha,Bundle,6/19/2024,6/20/2024,West,50.16
P4087,Mocha,Free Sample,6/19/2024,6/20/2024,East,24.6
P4088,Cappuccino,BOGO,6/19/2024,6/20/2024,East,85.32
P4089,Latte,Discount,6/19/2024,6/20/2024,South,25.68
P4090,Cappuccino,Bundle,6/19/2024,6/20/2024,South,35.09
P4091,Latte,BOGO,6/19/2024,6/20/2024,West,83.69
P4092,Mocha,BOGO,6/19/2024,6/20/2024,North,81.22
P4093,Latte,Free Sample,6/19/2024,6/20/2024,North,68.03
P4094,Cappuccino,Discount,6/19/2024,6/20/2024,West,48.45
P4095,Latte,Free Sample,6/19/2024,6/20/2024,North,37.95
P4096,Espresso,Bundle,6/19/2024,6/20/2024,South,42.54
P4097,Mocha,Free Sample,6/19/2024,6/20/2024,North,32.23
P4098,Espresso,Discount,6/19/2024,6/20/2024,South,75.18
P4099,Latte,Free Sample,6/19/2024,6/20/2024,North,41.05
P4100,Latte,Free Sample,6/19/2024,6/20/2024,West,82.81
P4101,Latte,BOGO,6/19/2024,6/20/2024,North,46.12
P4102,Latte,Free Sample,6/19/2024,6/20/2024,East,45.89
P4103,Espresso,Free Sample,6/19/2024,6/20/2024,East,57.45
P4104,Mocha,Discount,6/19/2024,6/20/2024,East,43.06
P4105,Mocha,Bundle,6/20/2024,6/21/2024,West,13.88
P4106,Latte,Free Sample,6/20/2024,6/21/2024,East,79.31
P4107,Cappuccino,Free Sample,6/20/2024,6/21/2024,South,20.26
P4108,Latte,BOGO,6/20/2024,6/21/2024,West,26.58
P4109,Cappuccino,BOGO,6/20/2024,6/21/2024,South,68.93
P4110,Espresso,Bundle,6/20/2024,6/21/2024,South,83.6
P4111,Cappuccino,Bundle,6/20/2024,6/21/2024,South,61.47
P4112,Mocha,BOGO,6/20/2024,6/21/2024,West,86.35
P4113,Latte,Free Sample,6/20/2024,6/21/2024,West,22.9
P4114,Latte,BOGO,6/20/2024,6/21/2024,North,77.18
P4115,Cappuccino,Bundle,6/20/2024,6/21/2024,North,53.91
P4116,Mocha,Bundle,6/20/2024,6/21/2024,East,64.54
P4117,Latte,Discount,6/20/2024,6/21/2024,North,43.5
P4118,Cappuccino,Free Sample,6/20/2024,6/21/2024,East,25.95
P4119,Cappuccino,Bundle,6/20/2024,6/21/2024,South,39.15
P4120,Mocha,Free Sample,6/20/2024,6/21/2024,West,89.73
P4121,Latte,Bundle,6/20/2024,6/21/2024,North,71.78
P4122,Cappuccino,BOGO,6/20/2024,6/21/2024,South,45.77
P4123,Cappuccino,Discount,6/20/2024,6/21/2024,South,61.25
P4124,Cappuccino,Free Sample,6/20/2024,6/21/2024,East,55.99
P4125,Espresso,BOGO,6/20/2024,6/21/2024,West,14.87
P4126,Espresso,Free Sample,6/20/2024,6/21/2024,South,42.97
P4127,Latte,Discount,6/20/2024,6/21/2024,North,10.03
P4128,Cappuccino,BOGO,6/20/2024,6/21/2024,West,23.48
P4129,Mocha,Bundle,6/21/2024,6/22/2024,South,44.88
P4130,Cappuccino,Discount,6/21/2024,6/22/2024,East,39.34
P4131,Mocha,Free Sample,6/21/2024,6/22/2024,West,36.31
P4132,Espresso,Discount,6/21/2024,6/22/2024,East,38.56
P4133,Cappuccino,Free Sample,6/21/2024,6/22/2024,West,69.09
P4134,Mocha,Free Sample,6/21/2024,6/22/2024,South,59.41
P4135,Espresso,BOGO,6/21/2024,6/22/2024,East,88.65
P4136,Cappuccino,Free Sample,6/21/2024,6/22/2024,South,29.71
P4137,Latte,Bundle,6/21/2024,6/22/2024,West,20.32
P4138,Espresso,Bundle,6/21/2024,6/22/2024,North,19.55
P4139,Espresso,Discount,6/21/2024,6/22/2024,East,81.22
P4140,Latte,Discount,6/21/2024,6/22/2024,South,35.13
P4141,Espresso,BOGO,6/21/2024,6/22/2024,West,70.52
P4142,Mocha,Bundle,6/21/2024,6/22/2024,North,81.1
P4143,Espresso,Discount,6/21/2024,6/22/2024,West,41.38
P4144,Mocha,BOGO,6/21/2024,6/22/2024,South,61.92
P4145,Espresso,BOGO,6/21/2024,6/22/2024,South,12.45
P4146,Cappuccino,Free Sample,6/21/2024,6/22/2024,North,65.7
P4147,Cappuccino,Discount,6/21/2024,6/22/2024,North,33.07
P4148,Latte,Free Sample,6/21/2024,6/22/2024,South,43.73
P4149,Latte,BOGO,6/21/2024,6/22/2024,West,44.55
P4150,Espresso,Free Sample,6/21/2024,6/22/2024,South,83.52
P4151,Latte,Discount,6/21/2024,6/22/2024,South,79.12
P4152,Mocha,Free Sample,6/21/2024,6/22/2024,South,38.08
P4153,Cappuccino,Discount,6/22/2024,6/23/2024,West,69.57
P4154,Espresso,BOGO,6/22/2024,6/23/2024,South,77.59
P4155,Cappuccino,BOGO,6/22/2024,6/23/2024,East,75.37
P4156,Mocha,Free Sample,6/22/2024,6/23/2024,South,45.25
P4157,Latte,Free Sample,6/22/2024,6/23/2024,North,86.31
P4158,Latte,Bundle,6/22/2024,6/23/2024,West,79.05
P4159,Latte,Bundle,6/22/2024,6/23/2024,North,24.43
P4160,Cappuccino,BOGO,6/22/2024,6/23/2024,West,60.6
P4161,Mocha,BOGO,6/22/2024,6/23/2024,West,37.44
P4162,Espresso,Bundle,6/22/2024,6/23/2024,East,83.2
P4163,Latte,Discount,6/22/2024,6/23/2024,South,38.71
P4164,Espresso,Free Sample,6/22/2024,6/23/2024,East,69.39
P4165,Espresso,BOGO,6/22/2024,6/23/2024,East,63.88
P4166,Mocha,BOGO,6/22/2024,6/23/2024,West,53.46
P4167,Latte,Discount,6/22/2024,6/23/2024,South,53.72
P4168,Latte,Discount,6/22/2024,6/23/2024,South,81.07
P4169,Mocha,Free Sample,6/22/2024,6/23/2024,North,63.16
P4170,Mocha,Free Sample,6/22/2024,6/23/2024,West,51.67
P4171,Cappuccino,Discount,6/22/2024,6/23/2024,South,47.63
P4172,Espresso,BOGO,6/22/2024,6/23/2024,East,72.43
P4173,Espresso,Free Sample,6/22/2024,6/23/2024,West,64.04
P4174,Cappuccino,Bundle,6/22/2024,6/23/2024,West,28.01
P4175,Espresso,Bundle,6/22/2024,6/23/2024,East,14.4
P4176,Latte,Free Sample,6/22/2024,6/23/2024,South,73.74
P4177,Cappuccino,Bundle,6/23/2024,6/24/2024,West,26.65
P4178,Cappuccino,Discount,6/23/2024,6/24/2024,West,56.94
P4179,Espresso,Free Sample,6/23/2024,6/24/2024,West,11.65
P4180,Espresso,Free Sample,6/23/2024,6/24/2024,East,69.94
P4181,Espresso,BOGO,6/23/2024,6/24/2024,North,33.42
P4182,Espresso,BOGO,6/23/2024,6/24/2024,West,49.24
P4183,Latte,BOGO,6/23/2024,6/24/2024,North,28.3
P4184,Cappuccino,Free Sample,6/23/2024,6/24/2024,South,29.98
P4185,Mocha,Bundle,6/23/2024,6/24/2024,North,46.89
P4186,Espresso,Bundle,6/23/2024,6/24/2024,West,32.98
P4187,Mocha,Discount,6/23/2024,6/24/2024,South,84.25
P4188,Latte,Bundle,6/23/2024,6/24/2024,East,36.47
P4189,Espresso,Discount,6/23/2024,6/24/2024,South,51.17
P4190,Espresso,Bundle,6/23/2024,6/24/2024,East,89.72
P4191,Mocha,Free Sample,6/23/2024,6/24/2024,West,68.23
P4192,Cappuccino,Discount,6/23/2024,6/24/2024,West,80.79
P4193,Latte,Free Sample,6/23/2024,6/24/2024,South,87.01
P4194,Latte,Discount,6/23/2024,6/24/2024,East,51.25
P4195,Mocha,BOGO,6/23/2024,6/24/2024,West,28.73
P4196,Latte,Free Sample,6/23/2024,6/24/2024,West,41.26
P4197,Mocha,Free Sample,6/23/2024,6/24/2024,North,18.44
P4198,Latte,Bundle,6/23/2024,6/24/2024,North,47.42
P4199,Mocha,Discount,6/23/2024,6/24/2024,North,68.12
P4200,Mocha,BOGO,6/23/2024,6/24/2024,East,76.32
P4201,Espresso,Discount,6/24/2024,6/25/2024,North,20.3
P4202,Espresso,Discount,6/24/2024,6/25/2024,West,60.64
P4203,Mocha,Free Sample,6/24/2024,6/25/2024,East,26.47
P4204,Cappuccino,Bundle,6/24/2024,6/25/2024,South,36.18
P4205,Latte,Free Sample,6/24/2024,6/25/2024,West,49.82
P4206,Latte,Discount,6/24/2024,6/25/2024,South,57.28
P4207,Mocha,Discount,6/24/2024,6/25/2024,North,88.61
P4208,Mocha,Bundle,6/24/2024,6/25/2024,North,19.0
P4209,Cappuccino,BOGO,6/24/2024,6/25/2024,South,54.24
P4210,Mocha,BOGO,6/24/2024,6/25/2024,West,61.01
P4211,Latte,Bundle,6/24/2024,6/25/2024,South,38.52
P4212,Espresso,Discount,6/24/2024,6/25/2024,North,64.62
P4213,Espresso,Bundle,6/24/2024,6/25/2024,East,11.2
P4214,Latte,BOGO,6/24/2024,6/25/2024,North,17.21
P4215,Cappuccino,BOGO,6/24/2024,6/25/2024,East,68.34
P4216,Mocha,Free Sample,6/24/2024,6/25/2024,East,70.42
P4217,Espresso,Discount,6/24/2024,6/25/2024,West,51.63
P4218,Espresso,Free Sample,6/24/2024,6/25/2024,East,22.83
P4219,Cappuccino,Free Sample,6/24/2024,6/25/2024,West,71.5
P4220,Mocha,Free Sample,6/24/2024,6/25/2024,North,46.73
P4221,Cappuccino,Free Sample,6/24/2024,6/25/2024,North,59.77
P4222,Mocha,BOGO,6/24/2024,6/25/2024,East,15.99
P4223,Latte,Free Sample,6/24/2024,6/25/2024,South,26.4
P4224,Cappuccino,Discount,6/24/2024,6/25/2024,South,11.04
P4225,Cappuccino,Free Sample,6/25/2024,6/26/2024,West,34.34
P4226,Cappuccino,Bundle,6/25/2024,6/26/2024,North,50.1
P4227,Mocha,Discount,6/25/2024,6/26/2024,South,17.62
P4228,Mocha,Free Sample,6/25/2024,6/26/2024,East,15.88
P4229,Mocha,Bundle,6/25/2024,6/26/2024,North,85.4
P4230,Latte,BOGO,6/25/2024,6/26/2024,North,56.51
P4231,Mocha,Bundle,6/25/2024,6/26/2024,West,76.75
P4232,Mocha,Bundle,6/25/2024,6/26/2024,East,38.25
P4233,Mocha,Discount,6/25/2024,6/26/2024,North,88.07
P4234,Espresso,BOGO,6/25/2024,6/26/2024,East,38.78
P4235,Mocha,Free Sample,6/25/2024,6/26/2024,West,16.08
P4236,Espresso,Bundle,6/25/2024,6/26/2024,South,87.04
P4237,Latte,BOGO,6/25/2024,6/26/2024,North,21.31
P4238,Latte,Free Sample,6/25/2024,6/26/2024,East,19.11
P4239,Cappuccino,BOGO,6/25/2024,6/26/2024,North,74.82
P4240,Cappuccino,Free Sample,6/25/2024,6/26/2024,West,23.86
P4241,Cappuccino,Free Sample,6/25/2024,6/26/2024,South,49.59
P4242,Cappuccino,Discount,6/25/2024,6/26/2024,South,22.04
P4243,Cappuccino,Free Sample,6/25/2024,6/26/2024,East,50.71
P4244,Latte,Bundle,6/25/2024,6/26/2024,North,58.61
P4245,Espresso,Free Sample,6/25/2024,6/26/2024,West,11.63
P4246,Latte,Discount,6/25/2024,6/26/2024,East,22.28
P4247,Mocha,Free Sample,6/25/2024,6/26/2024,South,28.54
P4248,Latte,Discount,6/25/2024,6/26/2024,West,63.63
P4249,Mocha,BOGO,6/26/2024,6/27/2024,West,26.16
P4250,Mocha,Bundle,6/26/2024,6/27/2024,West,15.34
P4251,Cappuccino,Discount,6/26/2024,6/27/2024,South,51.04
P4252,Mocha,Discount,6/26/2024,6/27/2024,West,29.07
P4253,Mocha,Discount,6/26/2024,6/27/2024,North,70.83
P4254,Latte,Free Sample,6/26/2024,6/27/2024,South,67.46
P4255,Latte,BOGO,6/26/2024,6/27/2024,North,22.11
P4256,Espresso,Discount,6/26/2024,6/27/2024,South,16.98
P4257,Espresso,Bundle,6/26/2024,6/27/2024,North,83.39
P4258,Mocha,BOGO,6/26/2024,6/27/2024,East,18.7
P4259,Mocha,Bundle,6/26/2024,6/27/2024,West,60.46
P4260,Espresso,BOGO,6/26/2024,6/27/2024,West,60.12
P4261,Latte,Free Sample,6/26/2024,6/27/2024,East,13.32
P4262,Espresso,Bundle,6/26/2024,6/27/2024,East,83.41
P4263,Mocha,Free Sample,6/26/2024,6/27/2024,North,33.17
P4264,Latte,Bundle,6/26/2024,6/27/2024,East,65.84
P4265,Latte,Free Sample,6/26/2024,6/27/2024,North,84.25
P4266,Cappuccino,Free Sample,6/26/2024,6/27/2024,North,45.89
P4267,Espresso,Discount,6/26/2024,6/27/2024,East,29.87
P4268,Cappuccino,Discount,6/26/2024,6/27/2024,East,44.56
